file_name,sent,annotate1,annotate2
hans_in_luck.emmood,"The countryman than began to tell his tale, and said he was going to take the goose to a christening.",N:N,H:H
hans_in_luck.emmood,"""Feel,"" said he, ""how heavy it is, and yet it is only eight weeks old.",N:H,N:H
hans_in_luck.emmood,"Whoever roasts and eats it will find plenty of fat upon it, it has lived so well!""",N:H,N:H
hans_in_luck.emmood,"""You""re right,"" said Hans, as he weighed it in his hand; ""but if you talk of fat, my pig is no trifle.""",N:N,N:H
hans_in_luck.emmood,"Meantime the countryman began to look grave, and shook his head.",Sa:A,S:H
hans_in_luck.emmood,"""Hark ye!"" said he, ""my worthy friend, you seem a good sort of fellow, so I can""t help doing you a kind turn.",N:H,N:H
hans_in_luck.emmood,Your pig may get you into a scrape.,N:N,N:H
hans_in_luck.emmood,"In the village I just came from, the squire has had a pig stolen out of his sty.",N:N,N:-
hans_in_luck.emmood,"I was dreadfully afraid when I saw you that you had got the squire""s pig.",F:F,F:-
hans_in_luck.emmood,"If you have, and they catch you, it will be a bad job for you.",F:F,F:-
hans_in_luck.emmood,The least they will do will be to throw you into the horse-pond.,Sa:F,S:-
hans_in_luck.emmood,"Can you swim?""",N:N,N:-
hans_in_luck.emmood,Poor Hans was sadly frightened.,F:N,F:-
hans_in_luck.emmood,"""Good man,"" cried he, ""pray get me out of this scrape.",F:F,F:-
hans_in_luck.emmood,"I know nothing of where the pig was either bred or born; but he may have been the squire""s for aught I can tell: you know this country better than I do, take my pig and give me the goose.""",N:F,F:-
hans_in_luck.emmood,"""I ought to have something into the bargain,"" said the countryman; ""give a fat goose for a pig, indeed!",H:A,N:-
hans_in_luck.emmood,"""Tis not everyone would do so much for you as that.",N:A,N:+
hans_in_luck.emmood,"However, I will not be hard upon you, as you are in trouble.""",N:H,N:+
hans_in_luck.emmood,"Then he took the string in his hand, and drove off the pig by a side path; while Hans went on the way homewards free from care.",H:H,H:H
hans_in_luck.emmood,"""After all,"" thought he, ""that chap is pretty well taken in.",H:H,H:H
hans_in_luck.emmood,"I don""t care whose pig it is, but wherever it came from it has been a very good friend to me.",N:H,N:H
hans_in_luck.emmood,I have much the best of the bargain.,N:H,N:H
hans_in_luck.emmood,First there will be a capital roast; then the fat will find me in goose-grease for six months; and then there are all the beautiful white feathers.,N:H,N:H
hans_in_luck.emmood,"I will put them into my pillow, and then I am sure I shall sleep soundly without rocking.",N:H,H:H
hans_in_luck.emmood,How happy my mother will be!,H:H,H:H
hans_in_luck.emmood,"Talk of a pig, indeed!",H:H,H:H
hans_in_luck.emmood,"Give me a fine fat goose.""",H:H,H:H
hans_in_luck.emmood,"As he came to the next village, he saw a scissor-grinder with his wheel, working and singing,",N:N,N:H
hans_in_luck.emmood,"""O""er hill and o""er dale So happy I roam, Work light and live well, All the world is my home; Then who so blythe, so merry as I?""",H:H,H:H
hans_in_luck.emmood,"Hans stood looking on for a while, and at last said, ""You must be well off, master grinder! you seem so happy at your work.""",H:H,H:H
hans_in_luck.emmood,"""Yes,"" said the other, ""mine is a golden trade; a good grinder never puts his hand into his pocket without finding money in it--but where did you get that beautiful goose?""",H:H,H:H
hans_in_luck.emmood,"""I did not buy it, I gave a pig for it.""",N:N,N:H
hans_in_luck.emmood,"""And where did you get the pig?""",N:Su+,N:H
hans_in_luck.emmood,"""I gave a cow for it.""",N:N,N:H
hans_in_luck.emmood,"""And the cow?""",N:N,N:H
hans_in_luck.emmood,"""I gave a horse for it.""",N:N,N:H
hans_in_luck.emmood,"""And the horse?""",N:N,N:H
hans_in_luck.emmood,"""I gave a lump of silver as big as my head for it.""",N:Sa,N:H
hans_in_luck.emmood,"""And the silver?""",N:N,N:H
hans_in_luck.emmood,"""Oh!",Su+:Su-,N:H
hans_in_luck.emmood,"I worked hard for that seven long years.""",N:N,N:H
hans_in_luck.emmood,"""You have thriven well in the world hitherto,"" said the grinder, ""now if you could find money in your pocket whenever you put your hand in it, your fortune would be made.""",N:N,H:H
hans_in_luck.emmood,"""Very true: but how is that to be managed?""",N:Su+,N:H
hans_in_luck.emmood,"""How?",N:N,N:H
hans_in_luck.emmood,"Why, you must turn grinder like myself,"" said the other; ""you only want a grindstone; the rest will come of itself.",N:N,N:H
hans_in_luck.emmood,"Here is one that is but little the worse for wear: I would not ask more than the value of your goose for it--will you buy?""",N:N,N:H
hans_in_luck.emmood,"""How can you ask?"" said Hans; ""I should be the happiest man in the world, if I could have money whenever I put my hand in my pocket: what could I want more? there""s the goose.""",H:H,H:H
hans_in_luck.emmood,"""Now,"" said the grinder, as he gave him a common rough stone that lay by his side, ""this is a most capital stone; do but work it well enough, and you can make an old nail cut with it.""",N:N,N:H
hans_in_luck.emmood,"Hans took the stone, and went his way with a light heart: his eyes sparkled for joy, and he said to himself, ""Surely I must have been born in a lucky hour; everything I could want or wish for comes of itself.",H:H,H:H
hans_in_luck.emmood,"People are so kind; they seem really to think I do them a favour in letting them make me rich, and giving me good bargains.""",H:H,H:H
hans_in_luck.emmood,"Meantime he began to be tired, and hungry too, for he had given away his last penny in his joy at getting the cow.",N:N,N:H
hans_in_luck.emmood,"At last he could go no farther, for the stone tired him sadly: and he dragged himself to the side of a river, that he might take a drink of water, and rest a while.",N:Sa,N:H
hans_in_luck.emmood,"So he laid the stone carefully by his side on the bank: but, as he stooped down to drink, he forgot it, pushed it a little, and down it rolled, plump into the stream.",Su-:Su-,-:-
hans_in_luck.emmood,"For a while he watched it sinking in the deep clear water; then sprang up and danced for joy, and again fell upon his knees and thanked Heaven, with tears in his eyes, for its kindness in taking away his only plague, the ugly heavy stone.",H:H,H:+
hans_in_luck.emmood,"""How happy am I!"" cried he; ""nobody was ever so lucky as I.""",H:H,H:H
hans_in_luck.emmood,"Then up he got with a light heart, free from all his troubles, and walked on till he reached his mother""s house, and told her how very easy the road to good luck was.",H:H,H:H
the_three_languages.emmood,"An aged count once lived in Switzerland, who had an only son, but he was stupid, and could learn nothing.",N:N,N:N
the_three_languages.emmood,"Then said the father: ""Hark you, my son, try as I will I can get nothing into your head.",A:N,A:A
the_three_languages.emmood,"You must go from hence, I will give you into the care of a celebrated master, who shall see what he can do with you.""",Sa:N,A:N
the_three_languages.emmood,"The youth was sent into a strange town, and remained a whole year with the master.",N:N,N:N
the_three_languages.emmood,"At the end of this time, he came home again, and his father asked: ""Now, my son, what have you learnt?""",N:N,N:N
the_three_languages.emmood,"""Father, I have learnt what the dogs say when they bark.""",N:N,N:N
the_three_languages.emmood,"""Lord have mercy on us!"" cried the father; ""is that all you have learnt?",A:A,A:A
the_three_languages.emmood,"I will send you into another town, to another master.""",A:N,A:A
the_three_languages.emmood,"The youth was taken thither, and stayed a year with this master likewise.",N:N,A:N
the_three_languages.emmood,"When he came back the father again asked: ""My son, what have you learnt?""",N:N,A:N
the_three_languages.emmood,"He answered: ""Father, I have learnt what the birds say.""",N:N,A:N
the_three_languages.emmood,"Then the father fell into a rage and said: ""Oh, you lost man, you have spent the precious time and learnt nothing; are you not ashamed to appear before my eyes?",A:A,A:A
the_three_languages.emmood,"I will send you to a third master, but if you learn nothing this time also, I will no longer be your father.""",A:N,A:S
the_three_languages.emmood,"The youth remained a whole year with the third master also, and when he came home again, and his father inquired: ""My son, what have you learnt?"" he answered: ""Dear father, I have this year learnt what the frogs croak.""",N:N,A:N
the_three_languages.emmood,"Then the father fell into the most furious anger, sprang up, called his people thither, and said: ""This man is no longer my son, I drive him forth, and command you to take him out into the forest, and kill him.""",A:A,A:S
the_three_languages.emmood,"They took him forth, but when they should have killed him, they could not do it for pity, and let him go, and they cut the eyes and tongue out of a deer that they might carry them to the old man as a token.",Sa:N,A:S
the_three_languages.emmood,"The youth wandered on, and after some time came to a fortress where he begged for a night""s lodging.",Sa:Sa,S:S
the_three_languages.emmood,"""Yes,"" said the lord of the castle, ""if you will pass the night down there in the old tower, go thither; but I warn you, it is at the peril of your life, for it is full of wild dogs, which bark and howl without stopping, and at certain hours a man has to be given to them, whom they at once devour.""",F:N,F:S
the_three_languages.emmood,"The whole district was in sorrow and dismay because of them, and yet no one could do anything to stop this.",Sa:N,F:S
the_three_languages.emmood,"The youth, however, was without fear, and said: ""Just let me go down to the barking dogs, and give me something that I can throw to them; they will do nothing to harm me.""",N:N,F:N
the_three_languages.emmood,"As he himself would have it so, they gave him some food for the wild animals, and led him down to the tower.",N:N,F:N
the_three_languages.emmood,"When he went inside, the dogs did not bark at him, but wagged their tails quite amicably around him, ate what he set before them, and did not hurt one hair of his head.",H:H,+:H
the_three_languages.emmood,"Next morning, to the astonishment of everyone, he came out again safe and unharmed, and said to the lord of the castle: ""The dogs have revealed to me, in their own language, why they dwell there, and bring evil on the land.",Su+:N,+:H
the_three_languages.emmood,"They are bewitched, and are obliged to watch over a great treasure which is below in the tower, and they can have no rest until it is taken away, and I have likewise learnt, from their discourse, how that is to be done.""",N:N,+:H
the_three_languages.emmood,"Then all who heard this rejoiced, and the lord of the castle said he would adopt him as a son if he accomplished it successfully.",H:N,+:N
the_three_languages.emmood,"He went down again, and as he knew what he had to do, he did it thoroughly, and brought a chest full of gold out with him.",H:N,+:N
the_three_languages.emmood,"The howling of the wild dogs was henceforth heard no more; they had disappeared, and the country was freed from the trouble.",H:N,+:H
the_three_languages.emmood,After some time he took it in his head that he would travel to Rome.,N:N,+:N
the_three_languages.emmood,"On the way he passed by a marsh, in which a number of frogs were sitting croaking.",N:N,N:N
the_three_languages.emmood,"He listened to them, and when he became aware of what they were saying, he grew very thoughtful and sad.",Sa:Sa,S:S
the_three_languages.emmood,"At last he arrived in Rome, where the Pope had just died, and there was great doubt among the cardinals as to whom they should appoint as his successor.",Sa:N,S:N
the_three_languages.emmood,They at length agreed that the person should be chosen as pope who should be distinguished by some divine and miraculous token.,N:N,S:N
the_three_languages.emmood,"And just as that was decided on, the young count entered into the church, and suddenly two snow-white doves flew on his shoulders and remained sitting there.",Su+:N,+:H
the_three_languages.emmood,"The ecclesiastics recognized therein the token from above, and asked him on the spot if he would be pope.",Su+:N,+:H
the_three_languages.emmood,"He was undecided, and knew not if he were worthy of this, but the doves counselled him to do it, and at length he said yes.",F:N,+:N
the_three_languages.emmood,"Then was he anointed and consecrated, and thus was fulfilled what he had heard from the frogs on his way, which had so affected him, that he was to be his Holiness the Pope.",H:N,H:N
the_three_languages.emmood,"Then he had to sing a mass, and did not know one word of it, but the two doves sat continually on his shoulders, and said it all in his ear.",H:N,H:H
the_raven.emmood,"There was once a queen who had a little daughter, still too young to run alone.",N:N,N:N
the_raven.emmood,"One day the child was very troublesome, and the mother could not quiet it, do what she would.",A:A,N:N
the_raven.emmood,"She grew impatient, and seeing the ravens flying round the castle, she opened the window, and said: ""I wish you were a raven and would fly away, then I should have a little peace.""",A:A,A:N
the_raven.emmood,"Scarcely were the words out of her mouth, when the child in her arms was turned into a raven, and flew away from her through the open window.",Su-:N,N:N
the_raven.emmood,"The bird took its flight to a dark wood and remained there for a long time, and meanwhile the parents could hear nothing of their child.",N:Sa,N:S
the_raven.emmood,"Long after this, a man was making his way through the wood when he heard a raven calling, and he followed the sound of the voice.",N:N,N:N
the_raven.emmood,"As he drew near, the raven said, ""I am by birth a king""s daughter, but am now under the spell of some enchantment; you can, however, set me free.""",N:H,N:N
the_raven.emmood,"""What am I to do?"" he asked.",Su+:Su+,N:N
the_raven.emmood,"She replied, ""Go farther into the wood until you come to a house, wherein lives an old woman; she will offer you food and drink, but you must not take of either; if you do, you will fall into a deep sleep, and will not be able to help me.",N:N,N:N
the_raven.emmood,"In the garden behind the house is a large tan-heap, and on that you must stand and watch for me.",N:N,N:N
the_raven.emmood,"I shall drive there in my carriage at two o""clock in the afternoon for three successive days; the first day it will be drawn by four white, the second by four chestnut, and the last by four black horses; but if you fail to keep awake and I find you sleeping, I shall not be set free.""",N:N,N:N
the_raven.emmood,"The man promised to do all that she wished, but the raven said, ""Alas!",N:Sa,N:N
the_raven.emmood,"I know even now that you will take something from the woman and be unable to save me.""",Sa:Sa,N:N
the_raven.emmood,The man assured her again that he would on no account touch a thing to eat or drink.,N:H,N:N
the_raven.emmood,"When he came to the house and went inside, the old woman met him, and said, ""Poor man! how tired you are!",N:Su-,N:F
the_raven.emmood,"Come in and rest and let me give you something to eat and drink.""",N:H,N:F
the_raven.emmood,"""No,"" answered the man, ""I will neither eat not drink.""",D:N,D:F
the_raven.emmood,"But she would not leave him alone, and urged him saying, ""If you will not eat anything, at least you might take a draught of wine; one drink counts for nothing,"" and at last he allowed himself to be persuaded, and drank.",N:A,N:F
the_raven.emmood,"As it drew towards the appointed hour, he went outside into the garden and mounted the tan-heap to await the raven.",N:N,N:N
the_raven.emmood,"Suddenly a feeling of fatigue came over him, and unable to resist it, he lay down for a little while, fully determined, however, to keep awake; but in another minute his eyes closed of their own accord, and he fell into such a deep sleep, that all the noises in the world would not have awakened him.",Su-:N,-:N
the_raven.emmood,"At two o""clock the raven came driving along, drawn by her four white horses; but even before she reached the spot, she said to herself, sighing, ""I know he has fallen asleep.""",Sa:A,N:S
the_raven.emmood,"When she entered the garden, there she found him as she had feared, lying on the tan-heap, fast asleep.",Sa:A,S:S
the_raven.emmood,"She got out of her carriage and went to him; she called him and shook him, but it was all in vain, he still continued sleeping.",A:Sa,D:S
the_raven.emmood,"The next day at noon, the old woman came to him again with food and drink which he at first refused.",N:N,N:S
the_raven.emmood,"At last, overcome by her persistent entreaties that he would take something, he lifted the glass and drank again.",Su-:N,D:S
the_raven.emmood,"Towards two o""clock he went into the garden and on to the tan-heap to watch for the raven.",N:N,N:S
the_raven.emmood,"He had not been there long before he began to feel so tired that his limbs seemed hardly able to support him, and he could not stand upright any longer; so again he lay down and fell fast asleep.",N:N,N:S
the_raven.emmood,"As the raven drove along her four chestnut horses, she said sorrowfully to herself, ""I know he has fallen asleep.""",D:Sa,D:S
the_raven.emmood,"She went as before to look for him, but he slept, and it was impossible to awaken him.",Sa:Sa,D:S
the_raven.emmood,"The following day the old woman said to him, ""What is this?",N:Su-,N:S
the_raven.emmood,"You are not eating or drinking anything, do you want to kill yourself?""",A:Su-,N:S
the_raven.emmood,"He answered, ""I may not and will not either eat or drink.""",N:N,N:S
the_raven.emmood,"But she put down the dish of food and the glass of wine in front of him, and when he smelt the wine, he was unable to resist the temptation, and took a deep draught.",N:N,N:S
the_raven.emmood,"When the hour came round again he went as usual on to the tan-heap in the garden to await the king""s daughter, but he felt even more overcome with weariness than on the two previous days, and throwing himself down, he slept like a log.",N:N,N:S
the_raven.emmood,"At two o""clock the raven could be seen approaching, and this time her coachman and everything about her, as well as her horses, were black.",N:N,N:S
the_raven.emmood,"She was sadder than ever as she drove along, and said mournfully, ""I know he has fallen asleep, and will not be able to set me free.""",Sa:Sa,S:S
the_raven.emmood,"She found him sleeping heavily, and all her efforts to awaken him were of no avail.",Sa:Sa,S:S
the_raven.emmood,"Then she placed beside him a loaf, and some meat, and a flask of wine, of such a kind, that however much he took of them, they would never grow less.",N:N,N:S
the_raven.emmood,"After that she drew a gold ring, on which her name was engraved, off her finger, and put it upon one of his.",N:N,N:S
the_raven.emmood,"Finally, she laid a letter near him, in which, after giving him particulars of the food and drink she had left for him, she finished with the following words: ""I see that as long as you remain here you will never be able to set me free; if, however, you still wish to do so, come to the golden castle of Stromberg; this is well within your power to accomplish.""",N:Sa,N:S
the_raven.emmood,She then returned to her carriage and drove to the golden castle of Stromberg.,N:N,N:S
the_raven.emmood,"When the man awoke and found that he had been sleeping, he was grieved at heart, and said, ""She has no doubt been here and driven away again, and it is now too late for me to save her.""",Sa:Sa,S:S
the_raven.emmood,"Then his eyes fell on the things which were lying beside him; he read the letter, and knew from it all that had happened.",N:Sa,N:S
the_raven.emmood,"He rose up without delay, eager to start on his way and to reach the castle of Stromberg, but he had no idea in which direction he ought to go.",Su+:H,+:S
the_raven.emmood,"He travelled about a long time in search of it and came at last to a dark forest, through which he went on walking for fourteen days and still could not find a way out.",F:Sa,N:S
the_raven.emmood,"Once more the night came on, and worn out he lay down under a bush and fell asleep.",N:N,N:S
the_raven.emmood,"Again the next day he pursued his way through the forest, and that evening, thinking to rest again, he lay down as before, but he heard such a howling and wailing that he found it impossible to sleep.",Su-:Su-,-:N
the_raven.emmood,"He waited till it was darker and people had begun to light up their houses, and then seeing a little glimmer ahead of him, he went towards it.",Su+:N,+:N
the_raven.emmood,"He found that the light came from a house which looked smaller than it really was, from the contrast of its height with that of an immense giant who stood in front of it.",Su-:Su-,-:-
the_raven.emmood,"He thought to himself, ""If the giant sees me going in, my life will not be worth much.""",F:F,F:F
the_raven.emmood,"However, after a while he summoned up courage and went forward.",F:F,F:F
the_raven.emmood,"When the giant saw him, he called out, ""It is lucky for that you have come, for I have not had anything to eat for a long time.",H:H,F:F
the_raven.emmood,"I can have you now for my supper.""",H:H,F:F
the_raven.emmood,"""I would rather you let that alone,"" said the man, ""for I do not willingly give myself up to be eaten; if you are wanting food I have enough to satisfy your hunger.""",F:F,F:F
the_raven.emmood,"""If that is so,"" replied the giant, ""I will leave you in peace; I only thought of eating you because I had nothing else.""",H:H,N:H
the_raven.emmood,"So they went indoors together and sat down, and the man brought out the bread, meat, and wine, which although he had eaten and drunk of them, were still unconsumed.",N:H,N:H
the_raven.emmood,"The giant was pleased with the good cheer, and ate and drank to his heart""s content.",H:H,H:H
the_raven.emmood,When he had finished his supper the man asked him if he could direct him to the castle of Stromberg.,N:N,N:H
the_raven.emmood,"The giant said, ""I will look on my map; on it are marked all the towns, villages, and houses.""",N:N,N:N
the_raven.emmood,"So he fetched his map, and looked for the castle, but could not find it.",N:N,N:-
the_raven.emmood,"""Never mind,"" he said, ""I have larger maps upstairs in the cupboard, we will look on those,"" but they searched in vain, for the castle was not marked even on these.",D:Sa,D:S
the_raven.emmood,"The man now thought he should like to continue his journey, but the giant begged him to remain for a day or two longer until the return of his brother, who was away in search of provisions.",N:Sa,N:S
the_raven.emmood,"When the brother came home, they asked him about the castle of Stromberg, and he told them he would look on his own maps as soon as he had eaten and appeased his hunger.",N:N,N:N
the_raven.emmood,"Accordingly, when he had finished his supper, they all went up together to his room and looked through his maps, but the castle was not to be found.",D:Sa,D:S
the_raven.emmood,"Then he fetched other older maps, and they went on looking for the castle until at last they found it, but it was many thousand miles away.",Sa:Sa,S:S
the_raven.emmood,"""How shall I be able to get there?"" asked the man.",Sa:Sa,S:S
the_raven.emmood,"""I have two hours to spare,"" said the giant, ""and I will carry you into the neighbourhood of the castle; I must then return to look after the child who is in our care.""",Su+:N,N:S
the_raven.emmood,"The giant, thereupon, carried the man to within about a hundred leagues of the castle, where he left him, saying, ""You will be able to walk the remainder of the way yourself.""",N:N,N:N
the_raven.emmood,The man journeyed on day and night till he reached the golden castle of Stromberg.,N:N,N:H
the_raven.emmood,"He found it situated, however, on a glass mountain, and looking up from the foot he saw the enchanted maiden drive round her castle and then go inside.",N:Su-,N:-
the_raven.emmood,"He was overjoyed to see her, and longed to get to the top of the mountain, but the sides were so slippery that every time he attempted to climb he fell back again.",H:H,H:S
the_raven.emmood,"When he saw that it was impossible to reach her, he was greatly grieved, and said to himself, ""I will remain here and wait for her,"" so he built himself a little hut, and there he sat and watched for a whole year, and every day he saw the king""s daughter driving round her castle, but still was unable to get nearer to her.",Sa:Sa,S:S
the_raven.emmood,"Looking out from his hut one day he saw three robbers fighting and he called out to them, ""God be with you.""",N:N,N:S
the_raven.emmood,"They stopped when they heard the call, but looking round and seeing nobody, they went on again with their fighting, which now became more furious.",A:A,A:S
the_raven.emmood,"""God be with you,"" he cried again, and again they paused and looked about, but seeing no one went back to their fighting.",A:A,A:S
the_raven.emmood,"A third time he called out, ""God be with you,"" and then thinking he should like to know the cause of dispute between the three men, he went out and asked them why they were fighting so angrily with one another.",N:Su-,N:-
the_raven.emmood,"One of them said that he had found a stick, and that he had but to strike it against any door through which he wished to pass, and it immediately flew open.",N:N,N:N
the_raven.emmood,"Another told him that he had found a cloak which rendered its wearer invisible; and the third had caught a horse which would carry its rider over any obstacle, and even up the glass mountain.",N:N,N:N
the_raven.emmood,"They had been unable to decide whether they would keep together and have the things in common, or whether they would separate.",N:A,N:N
the_raven.emmood,"On hearing this, the man said, ""I will give you something in exchange for those three things; not money, for that I have not got, but something that is of far more value.",Su+:N,+:N
the_raven.emmood,"I must first, however, prove whether all you have told me about your three things is true.""",N:N,N:N
the_raven.emmood,"The robbers, therefore, made him get on the horse, and handed him the stick and the cloak, and when he had put this round him he was no longer visible.",N:N,N:N
the_raven.emmood,"Then he fell upon them with the stick and beat them one after another, crying, ""There, you idle vagabonds, you have got what you deserve; are you satisfied now!""",H:A,H:+
the_raven.emmood,After this he rode up the glass mountain.,N:N,H:H
the_raven.emmood,"When he reached the gate of the castle, he found it closed, but he gave it a blow with his stick, and it flew wide open at once and he passed through.",N:N,H:H
the_raven.emmood,"He mounted the steps and entered the room where the maiden was sitting, with a golden goblet full of wine in front of her.",N:N,H:H
the_raven.emmood,She could not see him for he still wore his cloak.,N:N,H:H
the_raven.emmood,"He took the ring which she had given him off his finger, and threw it into the goblet, so that it rang as it touched the bottom.",N:N,H:H
the_raven.emmood,"""That is my own ring,"" she exclaimed, ""and if that is so the man must also be here who is coming to set me free.""",Su+:H,+:H
the_raven.emmood,"She sought for him about the castle, but could find him nowhere.",N:Sa,N:H
the_raven.emmood,Meanwhile he had gone outside again and mounted his horse and thrown off the cloak.,N:N,N:H
the_raven.emmood,"When therefore she came to the castle gate she saw him, and cried aloud for joy.",H:H,H:H
the_raven.emmood,"Then he dismounted and took her in his arms; and she kissed him, and said, ""Now you have indeed set me free, and tomorrow we will celebrate our marriage.""",H:H,H:H
clever_elsie.emmood,There was once a man who had a daughter who was called Clever Elsie.,N:N,N:N
clever_elsie.emmood,"And when she had grown up her father said: ""We will get her married.""",N:N,N:N
clever_elsie.emmood,"""Yes,"" said the mother, ""if only someone would come who would have her.""",N:N,N:N
clever_elsie.emmood,"At length a man came from a distance and wooed her, who was called Hans; but he stipulated that Clever Elsie should be really smart.",N:N,N:N
clever_elsie.emmood,"""Oh,"" said the father, ""she has plenty of good sense""; and the mother said: ""Oh, she can see the wind coming up the street, and hear the flies coughing.""",N:N,N:N
clever_elsie.emmood,"""Well,"" said Hans, ""if she is not really smart, I won""t have her.""",N:N,N:N
clever_elsie.emmood,"When they were sitting at dinner and had eaten, the mother said: ""Elsie, go into the cellar and fetch some beer.""",N:N,N:N
clever_elsie.emmood,"Then Clever Elsie took the pitcher from the wall, went into the cellar, and tapped the lid briskly as she went, so that the time might not appear long.",N:N,N:N
clever_elsie.emmood,"When she was below she fetched herself a chair, and set it before the barrel so that she had no need to stoop, and did not hurt her back or do herself any unexpected injury.",H:N,H:N
clever_elsie.emmood,"Then she placed the can before her, and turned the tap, and while the beer was running she would not let her eyes be idle, but looked up at the wall, and after much peering here and there, saw a pick-axe exactly above her, which the masons had accidentally left there.",F:N,F:N
clever_elsie.emmood,"Then Clever Elsie began to weep and said: ""If I get Hans, and we have a child, and he grows big, and we send him into the cellar here to draw beer, then the pick-axe will fall on his head and kill him.""",F:Sa,F:S
clever_elsie.emmood,"Then she sat and wept and screamed with all the strength of her body, over the misfortune which lay before her.",Sa:Sa,F:S
clever_elsie.emmood,"Those upstairs waited for the drink, but Clever Elsie still did not come.",Sa:N,F:N
clever_elsie.emmood,"Then the woman said to the servant: ""Just go down into the cellar and see where Elsie is.""",N:N,F:N
clever_elsie.emmood,"The maid went and found her sitting in front of the barrel, screaming loudly.",Sa:F,S:F
clever_elsie.emmood,"""Elsie why do you weep?"" asked the maid.",Sa:Su-,S:N
clever_elsie.emmood,"""Ah,"" she answered, ""have I not reason to weep?",Sa:Su-,S:+
clever_elsie.emmood,"If I get Hans, and we have a child, and he grows big, and has to draw beer here, the pick-axe will perhaps fall on his head, and kill him.""",F:F,S:F
clever_elsie.emmood,"Then said the maid: ""What a clever Elsie we have!"" and sat down beside her and began loudly to weep over the misfortune.",Sa:Sa,S:S
clever_elsie.emmood,"After a while, as the maid did not come back, and those upstairs were thirsty for the beer, the man said to the boy: ""Just go down into the cellar and see where Elsie and the girl are.""",N:N,S:N
clever_elsie.emmood,"The boy went down, and there sat Clever Elsie and the girl both weeping together.",Sa:Sa,S:S
clever_elsie.emmood,"Then he asked: ""Why are you weeping?""",Sa:Su-,S:-
clever_elsie.emmood,"""Ah,"" said Elsie, ""have I not reason to weep?",Sa:Su-,S:-
clever_elsie.emmood,"If I get Hans, and we have a child, and he grows big, and has to draw beer here, the pick-axe will fall on his head and kill him.""",Sa:F,S:F
clever_elsie.emmood,"Then said the boy: ""What a clever Elsie we have!"" and sat down by her, and likewise began to howl loudly.",Sa:Sa,S:S
clever_elsie.emmood,"Upstairs they waited for the boy, but as he still did not return, the man said to the woman: ""Just go down into the cellar and see where Elsie is!""",N:N,S:N
clever_elsie.emmood,"The woman went down, and found all three in the midst of their lamentations, and inquired what was the cause; then Elsie told her also that her future child was to be killed by the pick-axe, when it grew big and had to draw beer, and the pick-axe fell down.",Sa:N,S:N
clever_elsie.emmood,"Then said the mother likewise: ""What a clever Elsie we have!"" and sat down and wept with them.",Sa:Sa,S:S
clever_elsie.emmood,"The man upstairs waited a short time, but as his wife did not come back and his thirst grew ever greater, he said: ""I must go into the cellar myself and see where Elsie is.""",A:N,S:N
clever_elsie.emmood,"But when he got into the cellar, and they were all sitting together crying, and he heard the reason, and that Elsie""s child was the cause, and the Elsie might perhaps bring one into the world some day, and that he might be killed by the pick-axe, if he should happen to be sitting beneath it, drawing beer just at the very time when it fell down, he cried: ""Oh, what a clever Elsie!"" and sat down, and likewise wept with them.",Sa:Sa,S:S
clever_elsie.emmood,"The bridegroom stayed upstairs alone for along time; then as no one would come back he thought: ""They must be waiting for me below: I too must go there and see what they are about.""",N:N,S:N
clever_elsie.emmood,"When he got down, the five of them were sitting screaming and lamenting quite piteously, each outdoing the other.",Sa:N,S:N
clever_elsie.emmood,"""What misfortune has happened then?"" asked he.",F:Su-,S:S
clever_elsie.emmood,"""Ah, dear Hans,"" said Elsie, ""if we marry each other and have a child, and he is big, and we perhaps send him here to draw something to drink, then the pick-axe which has been left up there might dash his brains out if it were to fall down, so have we not reason to weep?""",Sa:N,S:S
clever_elsie.emmood,"""Come,"" said Hans, ""more understanding than that is not needed for my household, as you are such a clever Elsie, I will have you,"" and seized her hand, took her upstairs with him, and married her.",H:N,H:H
clever_elsie.emmood,"After Hans had had her some time, he said: ""Wife, I am going out to work and earn some money for us; go into the field and cut the corn that we may have some bread.""",N:N,H:N
clever_elsie.emmood,"""Yes, dear Hans, I will do that.""",N:N,N:N
clever_elsie.emmood,"After Hans had gone away, she cooked herself some good broth and took it into the field with her.",N:N,N:N
clever_elsie.emmood,"When she came to the field she said to herself: ""What shall I do; shall I cut first, or shall I eat first?",N:N,N:N
clever_elsie.emmood,"Oh, I will eat first.""",N:N,N:N
clever_elsie.emmood,"Then she drank her cup of broth and when she was fully satisfied, she once more said: ""What shall I do?",N:N,N:N
clever_elsie.emmood,"Shall I cut first, or shall I sleep first?",N:N,N:N
clever_elsie.emmood,"I will sleep first.""",N:N,N:N
clever_elsie.emmood,Then she lay down among the corn and fell asleep.,N:N,N:N
clever_elsie.emmood,"Hans had been at home for a long time, but Elsie did not come; then said he: ""What a clever Elsie I have; she is so industrious that she does not even come home to eat.""",H:H,N:N
clever_elsie.emmood,"But when evening came and she still stayed away, Hans went out to see what she had cut, but nothing was cut, and she was lying among the corn asleep.",Su+:N,N:N
clever_elsie.emmood,"Then Hans hastened home and brought a fowler""s net with little bells and hung it round about her, and she still went on sleeping.",N:N,N:N
clever_elsie.emmood,"Then he ran home, shut the house-door, and sat down in his chair and worked.",N:N,N:N
clever_elsie.emmood,"At length, when it was quite dark, Clever Elsie awoke and when she got up there was a jingling all round about her, and the bells rang at each step which she took.",F:N,F:N
